year,region_code,region_name,civil_marriage_share
2001,T_3018,Powiat ostrzeszowski,0.18670886075949367
2001,T_3020,Powiat pleszewski,0.11229946524064172
2001,T_3061,Powiat m. Kalisz,0.3432282003710575
2001,T_3003,Powiat gnieźnieński,0.18831168831168832
2001,T_3009,Powiat kolski,0.19438877755511022
2001,T_3010,Powiat koniński,0.1633587786259542
2001,T_3023,Powiat słupecki,0.18387096774193548
2001,T_3027,Powiat turecki,0.16033755274261605
2001,T_3030,Powiat wrzesiński,0.13526570048309178
2001,T_3062,Powiat m. Konin,0.32251908396946566
2001,T_3004,Powiat gostyński,0.1172069825436409
2001,T_3005,Powiat grodziski,0.10909090909090909
2001,T_3011,Powiat kościański,0.14180929095354522
2001,T_3013,Powiat leszczyński,0.16083916083916083
2001,T_3014,Powiat międzychodzki,0.21341463414634146
2001,T_3015,Powiat nowotomyski,0.20052083333333334
2001,T_3022,Powiat rawicki,0.14772727272727273
2001,T_3029,Powiat wolsztyński,0.09124087591240876
2001,T_3063,Powiat m. Leszno,0.3146067415730337
2001,T_3001,Powiat chodzieski,0.20434782608695654
2001,T_3002,Powiat czarnkowsko-trzcianecki,0.2068230277185501
2001,T_3019,Powiat pilski,0.2608108108108108
2001,T_3028,Powiat wągrowiecki,0.165374677002584
2001,T_3031,Powiat złotowski,0.24703087885985747
2001,T_3016,Powiat obornicki,0.1490066225165563
2001,T_3021,Powiat poznański,0.24401913875598086
2001,T_3024,Powiat szamotulski,0.1935483870967742
2001,T_3025,Powiat średzki,0.20655737704918034
2001,T_3026,Powiat śremski,0.1875
2001,T_3064,Powiat m. Poznań,0.35309278350515466
2001,T_3201,Powiat białogardzki,0.3248730964467005
2001,T_3208,Powiat kołobrzeski,0.3770491803278688
2001,T_3209,Powiat koszaliński,0.3709090909090909
2001,T_3213,Powiat sławieński,0.3622291021671827
2001,T_3261,Powiat m. Koszalin,0.42884990253411304
2001,T_3202,Powiat choszczeński,0.3224489795918367
2001,T_3203,Powiat drawski,0.3161512027491409
2001,T_3210,Powiat myśliborski,0.31805929919137466
2001,T_3212,Powiat pyrzycki,0.26865671641791045
2001,T_3215,Powiat szczecinecki,0.3050397877984085
2001,T_3216,Powiat świdwiński,0.3305084745762712
2001,T_3217,Powiat wałecki,0.29432624113475175
2001,T_3262,Powiat m. Szczecin,0.44951664876476904
2001,T_3204,Powiat goleniowski,0.3360655737704918
2001,T_3205,Powiat gryficki,0.3877551020408163
2001,T_3206,Powiat gryfiński,0.27486910994764396
2001,T_3207,Powiat kamieński,0.3416666666666667
2001,T_3211,Powiat policki,0.47686832740213525
2001,T_3214,Powiat stargardzki,0.32763157894736844
2001,T_3263,Powiat m. Świnoujście,0.5846153846153846
2001,T_0201,Powiat bolesławiecki,0.3063457330415755
2001,T_0205,Powiat jaworski,0.2924901185770751
2001,T_0206,Powiat karkonoski,0.43812709030100333
2001,T_0207,Powiat kamiennogórski,0.2703862660944206
2001,T_0210,Powiat lubański,0.31954887218045114
2001,T_0212,Powiat lwówecki,0.28837209302325584
2001,T_0225,Powiat zgorzelecki,0.3925438596491228
2001,T_0226,Powiat złotoryjski,0.24609375
2001,T_0261,Powiat m. Jelenia Góra,0.456
2001,T_0203,Powiat głogowski,0.32437619961612285
